"id","name","type","damage_class","pp","power","accuracy","priority","effect","effect_chance","caused_effect","crit_rate","recoil","flinch_chance","healing","min_turns","max_turns","status","category","range","flags","None0","None1","None2","padding0","padding1","padding2"
363,"Natural Gift","Normal","physical",15,1,100,0,"This attack's type and power depend on the Berry the user is holding. Unless this attack misses, even if this attack becomes ineffective due to type immunities, the item is consumed. Fails if user has Klutz, if user could not use its held item, or if user's item isn't a Berry (item is not consumed in those cases). More information7.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
364,"Feint","Normal","physical",10,30,100,2,"Fails unless Protect or Detect is in effect for opponent this round. If this attack is successful, the effect of Protect and Detect does not apply for opponent this round. Priority level 2.",0,"fine",0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,0
365,"Pluck","Flying","physical",20,60,100,0,"If this attack is successful and opponent is holding a Berry, user uses that item if it could do so and the item has a ""when"" trigger condition, and then that item is consumed. (This effect happens even if opponent has Multitype and even if effects due to the opponent's item are not applied.)",0,"fine",0,0,0,0,0,0,0,0,0,2121,0,0,0,83,83,0
366,"Tailwind","Flying","none",30,0,101,0,"For three rounds, including the current round, the Speed of each active Pokémon on the user's side is doubled. During effect, this attack fails for user's party.",0,"fine",0,0,0,0,0,0,0,11,12,32,0,0,0,83,83,0
367,"Acupressure","Normal","none",30,0,101,0,"If any of the target's stat stages can be increased, increases one of those stat stages chosen at random by 2.",0,"fine",0,0,0,0,0,0,0,13,1,0,0,0,0,83,83,0
368,"Metal Burst","Steel","physical",10,1,100,0,"If the last non-user who hit the user with a damaging attack this round is one of user's opposing Pokémon, and there is a Pokemon at that non-user's position, deals damage to the Pokémon at that non-user's position equal to 1.5 times the amount of HP lost by user due to that attack. Affected by type immunities. (For multi-hit attacks, returns HP based on the last hit of that attack.)",0,"fine",0,0,0,0,0,0,0,0,13,72,0,0,0,83,83,0
369,"U-turn","Bug","physical",20,70,100,0,"After this attack is used, if this attack is successful, if user has at least 1 HP, and if user's party has at least one non-active Pokémon and the opposing Pokemon's party has at least one unfainted Pokémon that isn't an egg, this attack causes the user to switch even if it cannot switch. (The new Pokémon becomes active immediately. Effect of Destiny Bond and Grudge takes precedence over this attack's effect.)",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
370,"Close Combat","Fighting","physical",5,120,100,0,"If this attack is successful, decreases user's Defense and Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,7,0,73,132096,16776960,6579200,83,83,0
371,"Payback","Dark","physical",10,50,100,0,"is doubled if user strikes after opponent this round, or if opponent switched this round before user's turn.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
372,"Assurance","Dark","physical",10,50,100,0,"is doubled if opponent lost HP this round (even from Pain Split).",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
373,"Embargo","Dark","physical",15,50,100,0,"Effect lasts for five rounds, including the current round. During effect, effects due to the opponent's item are not applied, opponent cannot use or throw items, and items cannot be used on opponent. Effect ends when opponent is switched. Fails if opponent has Multitype.",0,"Special(19)",0,0,0,0,5,5,2,1,0,72,0,0,0,83,83,0
374,"Fling","Dark","physical",10,1,100,0,"As part of this attack's use, user throws its item at opponent and that item is consumed after damage calculation. This attack's power depends on the item thrown this way. If this attack is successful, the thrown item takes effect. Fails if user can't throw items (item is not consumed in this case). (User can throw items this way even if effects due to the user's item are not applied.) More information2.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
375,"Psycho Shift","Psychic","none",10,0,100,0,"Opponent gains user's status problem. If opponent gains a status problem this way, user is cured of its status problem. (Fails if opponent has a status problem. If user is badly poisoned, opponent becomes badly poisoned.)",0,"fine",0,0,0,0,0,0,0,13,0,72,0,0,0,83,83,0
376,"Trump Card","Normal","special",5,1,101,0,"If this attack has 0 PP, this attack's power is 200. If this attack has 1 PP, this attack's power is 80. If this attack has 2 PP, this attack's power is 60. If this attack has 3 PP, this attack's power is 50. If this attack has 4 or more PP, this attack's power is 40.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
377,"Heal Block","Psychic","none",15,0,100,0,"Effect lasts for five rounds, including the current round. During effect, the moves Heal Order, Milk Drink, Moonlight, Morning Sun, Recover, Rest, Roost, Slack Off, Softboiled, Swallow, Synthesis, and Wish are disabled for opponent. During effect, if a move or an effect of a move (other than Pain Split) would cause the opponent to gain HP, it gains no HP instead. (Liquid Ooze still works.) Effect ends when opponent is switched.",0,"Special(15)",0,0,0,0,5,5,2,1,5,88,0,0,0,83,83,0
378,"Wring Out","Normal","special",5,1,100,0,"This attack's power is equal to int((opponent's current HP)*120/max(1,opponent's total HP))+1.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
379,"Power Trick","Psychic","none",10,0,101,0,"Switches user's Attack and Defense stats. If user is replaced with Baton Pass and user used this attack an odd number of times since it became active, the new Pokemon's Attack and Defense stats are switched.",0,"fine",0,0,0,0,0,0,0,13,7,32,0,0,0,83,83,0
380,"Gastro Acid","Poison","special",10,50,100,0,"During effect, effects due to opponent's ability are not applied. Effect ends when opponent is switched. Fails if opponent's ability is Multitype.",0,"fine",0,0,0,0,0,0,0,13,0,72,0,0,0,83,83,0
381,"Lucky Chant","Normal","none",30,0,0,0,"For five rounds, including the current round, no attacks against any active Pokémon on the user's side can be critical hits. During effect, this attack fails for user's party.",0,"fine",0,0,0,0,0,0,0,11,12,32,0,0,0,83,83,0
382,"Me First","Normal","none",20,1,101,0,"If user strikes before opponent this round and the move the opponent chose for use this round is a damaging move other than Counter, Mirror Coat, Thief, Covet, Focus Punch, or Chatter, user uses that move with no target with effectiveness multiplied by 1.5.",0,"fine",0,0,0,0,0,0,0,0,3,8200,0,0,0,83,83,0
383,"Copycat","Normal","none",20,0,101,0,"Uses the last move used by a Pokémon. Fails if that move is Sleep Talk, Copycat, Assist, Me First, Mirror Move, Metronome, Struggle, Sketch, Mimic, Chatter, Counter, Mirror Coat, Protect, Detect, Endure, Destiny Bond, Thief, Follow Me, Snatch, Helping Hand, Covet, Trick, Focus Punch, Feint, or Switcheroo, or if there is no such move [or if that move was prevented from being used].",0,"fine",0,0,0,0,0,0,0,13,7,0,0,0,0,83,83,0
384,"Power Swap","Psychic","none",10,0,101,0,"Simultaneously, user adopts opponent's current Attack and Special Attack stat stages, and opponent adopts user's current Attack and Special Attack stat stages.",0,"fine",0,0,0,0,0,0,0,13,0,8264,0,0,0,83,83,0
385,"Guard Swap","Psychic","none",10,0,101,0,"Simultaneously, user adopts opponent's current Defense and Special Defense stat stages, and opponent adopts user's current Defense and Special Defense stat stages.",0,"fine",0,0,0,0,0,0,0,13,0,8264,0,0,0,83,83,0
386,"Punishment","Dark","physical",5,1,100,0,"This attack's power is equal to 60+(20*X), where X is the total of all of opponent's current stat stages that are greater than 0. Maximum 200.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
387,"Last Resort","Normal","physical",5,150,100,0,"Fails unless user has at least one other move and had previously used all its other moves at least once since the last time user became active.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
388,"Worry Seed","Grass","none",10,0,100,0,"Changes opponent's ability to Insomnia. Fails if opponent's ability is Multitype or Truant. (Doesn't fail if opponent's ability is Insomnia.)",0,"fine",0,0,0,0,0,0,0,13,0,88,0,0,0,83,83,0
389,"Sucker Punch","Dark","physical",5,80,100,1,"Fails if opponent did not choose a damaging move for use this round, or if opponent struck before the user this round. Priority level 1.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
390,"Toxic Spikes","Poison","none",20,0,101,0,"Can be used up to two times. During effect, whenever an opposing Pokémon becomes active, that Pokémon becomes poisoned if this attack was used once; or badly poisoned if this attack was used twice, unless it has Levitate or its current type includes Flying, Poison, or Steel. (Prevented by Safeguard and Substitute.) Effect ends when a Poison-type opposing Pokémon without Levitate or the Flying type becomes active, if Magnet Rise is not in effect for that Pokémon.",0,"fine",0,0,0,0,0,0,0,11,11,16,0,0,0,83,83,0
391,"Heart Swap","Psychic","none",10,0,101,0,"Simultaneously, user adopts opponent's current stat stages, and opponent adopts user's current stat stages.",0,"fine",0,0,0,0,0,0,0,13,0,8264,0,0,0,83,83,0
392,"Aqua Ring","Water","none",20,0,101,0,"During effect, user gains 1/8 of total HP at the end of every round. Effect ends when user is switched.",0,"fine",0,0,0,0,0,0,0,13,7,32,0,0,0,83,83,0
393,"Magnet Rise","Electric","none",10,0,101,0,"For eight rounds, including the current round, user is immune to Ground-type attacks (overridden by Ingrain's effect), and user is unaffected by Spikes and Toxic Spikes (not overridden by Ingrain's effect), and user can switch and flee despite Arena Trap, as though it had Levitate (even if effects due to the user's ability are not applied). Effect ends when user is switched. Fails if Ingrain is in effect for the user. Fails if user has Levitate.",0,"fine",0,0,0,0,8,8,0,13,7,544,0,0,0,83,83,0
394,"Flare Blitz","Fire","physical",15,120,100,0,"Returns to user 1/3 of HP lost by opponent due to this attack (recoil). May burn opponent. If user is frozen and it chose this move for use, it becomes defrosted before this attack is used. (10%)",10,"burnt",0,-33,0,0,0,0,1,4,0,1097,0,0,0,83,83,0
395,"Force Palm","Fighting","physical",10,60,100,0,"May paralyze opponent. (30%)",30,"paralyzed",0,0,0,0,0,0,1,4,0,73,0,0,0,83,83,0
396,"Aura Sphere","Fighting","special",20,90,101,0,"Cannot be evaded.",0,"fine",0,0,0,0,0,0,0,0,0,2120,0,0,0,83,83,0
397,"Rock Polish","Rock","none",20,0,101,0,"Increases user's Speed by 2 stages.",0,"fine",0,0,0,0,0,0,0,2,7,32,327680,131072,0,83,83,0
398,"Poison Jab","Poison","physical",20,80,100,0,"May poison opponent. (30%)",30,"poisoned",0,0,0,0,0,0,1,4,0,73,0,0,0,83,83,0
399,"Dark Pulse","Dark","special",15,80,100,0,"May cause opponent to flinch.",0,"fine",0,0,20,0,0,0,0,0,0,2120,0,0,0,83,83,0
400,"Night Slash","Dark","physical",15,75,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
401,"Aqua Tail","Water","physical",10,85,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
402,"Seed Bomb","Grass","physical",15,80,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
403,"Air Slash","Flying","special",20,70,100,0,"May cause opponent to flinch.",0,"fine",0,0,30,0,0,0,0,0,0,2120,0,0,0,83,83,0
404,"X-Scissor","Bug","physical",15,80,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
405,"Bug Buzz","Bug","special",10,90,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,328,262144,16711680,655360,83,83,0
406,"Dragon Pulse","Dragon","special",10,90,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,2120,0,0,0,83,83,0
407,"Dragon Rush","Dragon","physical",10,75,100,0,"May cause opponent to flinch.",0,"fine",0,0,20,0,0,0,0,0,0,73,0,0,0,83,83,0
408,"Power Gem","Rock","special",20,70,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
409,"Drain Punch","Fighting","physical",10,75,100,0,"If this attack is successful, user gains half of HP lost by opponent due to this attack.",0,"fine",0,50,0,0,0,0,0,8,0,201,0,0,0,83,83,0
410,"Vacuum Wave","Fighting","special",30,40,100,1,"Priority level 1.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
411,"Focus Blast","Fighting","special",5,85,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,262144,16711680,655360,83,83,0
412,"Energy Ball","Grass","special",10,80,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,262144,16711680,655360,83,83,0
413,"Brave Bird","Flying","physical",15,120,100,0,"Returns to user 1/3 of HP lost by user due to this attack (recoil).",0,"fine",0,-33,0,0,0,0,0,0,0,2121,0,0,0,83,83,0
414,"Earth Power","Ground","special",10,90,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,262144,16711680,655360,83,83,0
415,"Switcheroo","Dark","none",10,0,100,0,"Simultaneously, user receives opponent's item, and opponent receives user's item. Fails if either or both hold a Mail, if user or opponent dropped its held item this battle, if neither one holds an item, or if opponent has Multitype or is one of the player's Pokemon in an internal battle.",0,"fine",0,0,0,0,0,0,0,13,0,72,0,0,0,83,83,0
416,"Giga Impact","Normal","physical",5,150,90,0,"If this attack is successful, on the next round, user can't take any action and does nothing during its turn. (That move is prevented from being used during that turn.)",0,"fine",0,0,0,0,0,0,0,0,0,77,0,0,0,83,83,0
417,"Nasty Plot","Dark","none",20,0,101,0,"Increases user's Special Attack by 2 stages.",0,"fine",0,0,0,0,0,0,0,2,7,32,196608,131072,0,83,83,0
418,"Bullet Punch","Steel","physical",30,40,100,1,"Priority level 1.",0,"fine",0,0,0,0,0,0,0,0,0,201,0,0,0,83,83,0
419,"Avalanche","Ice","physical",10,60,100,-4,"{Effectiveness is doubled if user lost HP due to a damaging attack by the opponent this round and opponent was the last non-user to hit the user this round with a damaging attack. Priority level -4.}",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
420,"Ice Shard","Ice","physical",30,40,100,1,"Priority level 1.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
421,"Shadow Claw","Ghost","physical",15,70,100,0,"Good chance for a critical hit.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
422,"Thunder Fang","Electric","physical",15,65,100,0,"May paralyze opponent. May cause opponent to flinch. (10%)",10,"paralyzed",0,0,10,0,0,0,1,4,0,73,0,0,0,83,83,0
423,"Ice Fang","Ice","physical",15,65,100,0,"May cause opponent to flinch. (10%)",0,"fine",0,0,10,0,0,0,1,4,0,73,0,0,0,83,83,0
424,"Fire Fang","Fire","physical",15,65,100,0,"May burn opponent. May cause opponent to flinch. Ignores effect of Wonder Guard. (10%)",10,"burnt",0,0,10,0,0,0,1,4,0,73,0,0,0,83,83,0
425,"Shadow Sneak","Ghost","physical",30,40,100,1,"Priority level 1.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
426,"Mud Bomb","Ground","special",10,65,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,393216,16711680,1966080,83,83,0
427,"Psycho Cut","Psychic","physical",20,80,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
428,"Zen Headbutt","Psychic","physical",15,85,100,0,"May cause opponent to flinch.",0,"fine",0,0,20,0,0,0,0,0,0,73,0,0,0,83,83,0
429,"Mirror Shot","Steel","special",10,65,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,393216,16711680,1966080,83,83,0
430,"Flash Cannon","Steel","special",10,80,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,262144,16711680,655360,83,83,0
431,"Rock Climb","Normal","physical",20,90,100,0,"May confuse opponent. (20%)",20,"confused",0,0,0,0,2,5,2,4,0,73,0,0,0,83,83,0
432,"Defog","Flying","none",15,0,101,0,"Decreases opponent's evasiveness by 1 stage. Even if opponent's evasiveness cannot be decreased, ends the effects of Reflect, Light Screen, Safeguard, Mist, Spikes, Toxic Spikes, and Stealth Rock on the opponent's side, and ends fog.",0,"fine",0,0,0,0,0,0,0,13,0,8280,458752,16711680,0,83,83,0
433,"Trick Room","Psychic","none",5,0,101,-7,"Effect lasts for five rounds, including the current round. During effect, as part of determining priority, active Pokémon with lower Speeds strike before those with higher Speeds, rather than after. Effect ends when any active Pokémon uses this move. Priority level -7.",0,"fine",0,0,0,0,0,0,0,10,10,64,0,0,0,83,83,0
434,"Draco Meteor","Dragon","special",5,125,100,0,"If this attack is successful, decreases user's Special Attack by 2 stages.",0,"fine",0,0,0,0,0,0,0,7,0,72,196608,16646144,6553600,83,83,0
435,"Discharge","Electric","special",15,80,100,0,"May paralyze opponent. (30%)",30,"paralyzed",0,0,0,0,0,0,1,4,4,72,0,0,0,83,83,0
436,"Lava Plume","Fire","special",15,80,100,0,"May burn opponent. (30%)",30,"burnt",0,0,0,0,0,0,1,4,4,72,0,0,0,83,83,0
437,"Leaf Storm","Grass","special",5,125,100,0,"If this attack is successful, decreases user's Special Attack by 2 stages.",0,"fine",0,0,0,0,0,0,0,7,0,72,196608,16646144,6553600,83,83,0
438,"Power Whip","Grass","physical",10,100,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
439,"Rock Wrecker","Rock","physical",5,160,100,0,"If this attack is successful, on the next round, user can't take any action and does nothing during its turn. (That move is prevented from being used during that turn.)",0,"fine",0,0,0,0,0,0,0,0,0,76,0,0,0,83,83,0
440,"Cross Poison","Poison","physical",20,80,100,0,"May poison opponent. (10%)",10,"poisoned",0,0,0,0,0,0,1,4,0,73,0,0,0,83,83,0
441,"Gunk Shot","Poison","physical",5,85,100,0,"May poison opponent. (30%)",30,"poisoned",0,0,0,0,0,0,1,4,0,72,0,0,0,83,83,0
442,"Iron Head","Steel","physical",15,80,100,0,"May cause opponent to flinch.",0,"fine",0,0,30,0,0,0,0,0,0,73,0,0,0,83,83,0
443,"Magnet Bomb","Steel","physical",20,60,101,0,"Cannot be evaded.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
444,"Stone Edge","Rock","physical",5,85,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
445,"Captivate","Normal","none",20,0,100,0,"Decreases opponent's Special Attack by 2 stages if opponent doesn't have Oblivious, the opponent's gender is different from the user's, and neither is genderless.",0,"fine",0,0,0,0,0,0,0,2,5,88,196608,16646144,0,83,83,0
446,"Stealth Rock","Rock","none",20,0,101,0,"During effect, whenever an opposing Pokémon becomes active, that Pokémon loses X/8 of total HP, where X is the type effectiveness of the Rock type against that Pokémon's types.",0,"fine",0,0,0,0,0,0,0,11,11,16,0,0,0,83,83,0
447,"Grass Knot","Grass","special",20,1,100,0,"This attack's power is 20 if the weight of the opponent's original species is 10 kilograms (kg) or less [or less than 10 kg], else 40 if 25 kg or less, else 60 if 50 kg or less, else 80 if 100 kg or less, else 100 if 200 kg or less, else 120.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
448,"Chatter","Flying","special",20,60,100,0,"If this attack is successful and user's original species is Chatot, this attack has up to a 31% chance of confusing the opponent depending on user's cry. More information8.",31,"confused",0,0,0,0,2,5,2,4,0,2312,0,0,0,83,83,0
449,"Judgment","Normal","special",10,100,100,0,"If user is holding a Plate, this attack's type depends on the Plate held.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
450,"Bug Bite","Bug","physical",20,60,100,0,"If this attack is successful and opponent is holding a Berry, user uses that item if it could do so and the item has a ""when"" trigger condition, and then that item is consumed. (This effect happens even if opponent has Multitype and even if effects due to the opponent's item are not applied.)",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
451,"Charge Beam","Electric","special",10,50,100,0,"May increase user's Special Attack by 1 stage.",0,"fine",0,0,0,0,0,0,0,7,0,72,196608,65536,4587520,83,83,0
452,"Wood Hammer","Grass","physical",15,120,100,0,"Returns to user 1/3 of HP lost by user due to this attack (recoil).",0,"fine",0,-33,0,0,0,0,0,0,0,73,0,0,0,83,83,0
453,"Aqua Jet","Water","physical",20,40,100,1,"Priority level 1.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
454,"Attack Order","Bug","physical",15,110,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
455,"Defend Order","Bug","none",10,0,101,0,"Increases user's Defense by 2 stages and Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,2,7,32,132096,65792,0,83,83,0
456,"Heal Order","Bug","none",10,0,101,0,"User gains half of total HP. Fails if user's HP is full.",0,"fine",0,0,0,50,0,0,0,3,7,4128,0,0,0,83,83,0
457,"Head Smash","Rock","physical",5,120,100,0,"Returns to user half of HP lost by opponent due to this attack (recoil).",0,"fine",0,-50,0,0,0,0,0,0,0,73,0,0,0,83,83,0
458,"Double Hit","Normal","physical",10,40,100,0,"Strikes twice.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
459,"Roar of Time","Dragon","special",5,150,100,0,"If this attack is successful, on the next round, user can't take any action and does nothing during its turn. (That move is prevented from being used during that turn.)",0,"fine",0,0,0,0,0,0,0,0,0,76,0,0,0,83,83,0
460,"Spacial Rend","Dragon","special",5,100,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
461,"Lunar Dance","Psychic","none",10,0,101,0,"User faints as part of this attack's use. When a Pokémon at user's position becomes active during this turn, it recovers all HP and PP and is cured of all status problems. (New Pokémon become active immediately during this turn.) Fails if user's party has no non-active Pokémon (doesn't cause fainting).",0,"fine",0,0,0,0,0,0,0,13,7,4128,0,0,0,83,83,0
462,"Crush Grip","Normal","physical",5,1,100,0,"This attack's power is equal to int((opponent's current HP)*120/max(1,opponent's total HP))+1.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
463,"Magma Storm","Fire","special",5,90,100,0,"{Multi-turn attack. If this attack is successful, the effect begins. Effect lasts for [three to six] rounds, including the current round. During effect, opponent cannot switch or flee, and at the end of every round except the last, opponent loses 1/16 of total HP. Effect ends when user is replaced or opponent is replaced or uses Rapid Spin. The effect is not reset when this or another multi-turn attack is used against opponent during effect.} (100%)",75,"Special(8)",0,0,0,0,5,6,4,4,0,72,0,0,0,83,83,0
464,"Dark Void","Dark","none",10,0,80,0,"Puts opponent to sleep.",0,"asleep",0,0,0,0,2,4,2,1,5,88,0,0,0,83,83,0
465,"Seed Flare","Grass","special",5,100,100,0,"May decrease opponent's Special Defense by 2 stages.",0,"fine",0,0,0,0,0,0,0,6,0,72,262144,16646144,2621440,83,83,0
466,"Ominous Wind","Ghost","special",5,60,100,0,"May increase user's Attack, Defense, Speed, Special Attack, and Special Defense by 1 stage. (10%)",10,"fine",0,0,0,0,0,0,0,7,0,72,524288,65536,655360,83,83,0
467,"Shadow Force","Ghost","physical",5,120,100,0,"Two-turn attack, invulnerable first turn. Ignores effect of Protect or Detect.",0,"fine",0,0,0,0,0,0,0,0,0,67,0,0,0,83,83,0
468,"Hone Claws","Dark","none",15,0,101,0,"Raises Atk and Acc 1 stage.",0,"fine",0,0,0,0,0,0,0,2,7,32,67072,65792,0,83,83,0
469,"Wide Guard","Rock","none",10,0,101,3,"Protects your team from an attack that would hit all of your Pokemon. Willfail if used in succession.",0,"fine",0,0,0,0,0,0,0,11,12,32,0,0,0,83,83,0
470,"Guard Split","Psychic","none",10,0,101,0,"Averages the user's and target's Def and SpDef.",0,"fine",0,0,0,0,0,0,0,13,0,8,0,0,0,83,83,0
471,"Power Split","Psychic","none",10,0,101,0,"Averages the user's and target's Atk and SpAtk.",0,"fine",0,0,0,0,0,0,0,13,0,8,0,0,0,83,83,0
472,"Wonder Room","Psychic","none",10,0,101,-7,"All Def and SpD swapped for 5 turns.",0,"fine",0,0,0,0,0,0,0,10,10,64,0,0,0,83,83,0
473,"Psyshock","Psychic","special",10,80,100,0,"Calculate's damage with the target's Def stat.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
474,"Venoshock","Poison","special",10,65,100,0,"Doubles power if Target is poisoned.",10,"poisoned",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
475,"Autotomize","Steel","none",15,0,101,0,"Sharply raises Speed.",0,"fine",0,0,0,0,0,0,0,2,7,32,327680,131072,0,83,83,0
476,"Rage Powder","Bug","none",20,0,101,3,"Draws the opponent's attacks at yourself.",0,"fine",0,0,0,0,0,0,0,13,7,0,0,0,0,83,83,0
477,"Telekinesis","Psychic","none",15,0,101,0,"Makes Target easier to hit for 3 turns.",0,"Other",0,0,0,0,3,3,2,1,0,600,0,0,0,83,83,0
478,"Magic Room","Psychic","none",10,0,101,-7,"Negates all held items for 8 turns.",0,"fine",0,0,0,0,0,0,0,10,10,64,0,0,0,83,83,0
479,"Smack Down","Rock","physical",15,60,100,0,"Makes Flying opponents succeptible to Ground moves. (100%)",100,"Other",0,0,0,0,0,0,1,0,0,72,0,0,0,83,83,0
480,"Storm Throw","Fighting","physical",10,80,100,0,"Target's stat changes doesn't affect this move.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
481,"Flame Burst","Fire","special",15,70,100,0,"Hits all targets.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
482,"Sludge Wave","Poison","special",10,95,100,0,"May poison opponent. (10%)",10,"poisoned",0,0,0,0,0,0,1,4,4,72,0,0,0,83,83,0
483,"Quiver Dance","Bug","none",20,0,101,0,"Raises SpA, SpD, and Speed by 1 stage.",0,"fine",0,0,0,0,0,0,0,2,7,32,197637,65793,0,83,83,0
484,"Heavy Slam","Steel","physical",10,1,100,0,"The heavier the user is, the more damage it deals.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
485,"Synchronoise","Psychic","special",15,70,100,0,"Deals more damage if Target is the same type as User.",0,"fine",0,0,0,0,0,0,0,0,4,72,0,0,0,83,83,0
486,"Electro Ball","Electric","special",10,1,100,0,"Has a higher Base Power the higher your speed is compared to the target.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
487,"Soak","Water","none",20,0,100,0,"Turns the target into the Water type.",0,"fine",0,0,0,0,0,0,0,13,0,88,0,0,0,83,83,0
488,"Flame Charge","Fire","physical",20,50,100,0,"May raise the user's Spe.",0,"fine",0,0,0,0,0,0,0,7,0,73,327680,65536,6553600,83,83,0
489,"Coil","Poison","none",20,0,101,0,"Raises the user's Atk, Def, and Acc.",0,"fine",0,0,0,0,0,0,0,2,7,32,66054,65793,0,83,83,0
490,"Low Sweep","Fighting","physical",20,60,100,0,"Decreases opponent's Speed by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,73,327680,16711680,6553600,83,83,0
491,"Acid Spray","Poison","special",20,40,100,0,"Sharply lowers Special Defense.",0,"fine",0,0,0,0,0,0,0,6,0,72,262144,16646144,6553600,83,83,0
492,"Foul Play","Dark","physical",15,95,100,0,"The higher the Target's attack stat, the more damage it deals.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
493,"Simple Beam","Normal","special",15,50,100,0,"Makes the target's Ability become Simple.",0,"fine",0,0,0,0,0,0,0,13,0,72,0,0,0,83,83,0
494,"Entrainment","Normal","none",15,0,100,0,"Makes Target's ability the same as User's.",0,"fine",0,0,0,0,0,0,0,13,0,88,0,0,0,83,83,0
495,"After You","Normal","none",15,0,101,0,"Makes the target move immediately after the user.",0,"fine",0,0,0,0,0,0,0,13,0,8192,0,0,0,83,83,0
496,"Round","Normal","special",15,60,100,0,"Raises Base Power the more Pokemon you have with the attack.",0,"fine",0,0,0,0,0,0,0,0,0,328,0,0,0,83,83,0
497,"Echoed Voice","Normal","special",15,40,100,0,"Deals more damage if used every turn.",0,"fine",0,0,0,0,0,0,0,0,0,328,0,0,0,83,83,0
498,"Chip Away","Normal","physical",20,80,100,0,"Target's stat changes doesn't affect this move.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
499,"Clear Smog","Poison","special",15,50,101,0,"Resets all stat changes.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
